id,amueblado,habitaciones,descripcionMenaje,tieneSeguro,descripcionSeguro
4954,0,8,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.,1,
4306,0,1,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",1,
4203,1,2,Fusce consequat.,1,
4635,1,2,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",0,""
4251,1,2,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",1,
4652,1,7,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,0,""
4485,1,1,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",0,""
4555,0,6,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,0,""
4437,1,5,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",1,
4338,1,3,Nulla tellus.,1,
4071,1,4,Praesent lectus.,0,""
4591,1,1,Aliquam erat volutpat. In congue. Etiam justo.,0,""
4886,1,9,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat.,1,
4998,0,6,Nunc rhoncus dui vel sem.,1,
4626,0,10,Etiam vel augue. Vestibulum rutrum rutrum neque.,1,
4689,1,2,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,1,
4930,1,9,In blandit ultrices enim.,0,""
4580,0,7,Quisque ut erat. Curabitur gravida nisi at nibh.,1,
4133,0,8,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1,
4400,1,4,Nullam porttitor lacus at turpis.,0,""
4154,1,4,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",1,
4434,0,7,Phasellus in felis. Donec semper sapien a libero. Nam dui.,0,""
4195,1,1,Suspendisse accumsan tortor quis turpis. Sed ante.,1,
4884,1,3,Aenean auctor gravida sem.,1,
4233,1,1,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",1,
4335,1,5,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",0,""
4865,1,1,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",0,""
4582,1,10,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",0,""
4760,1,9,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",0,""
4335,0,2,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",0,""
4638,0,1,Etiam vel augue.,0,""
4507,1,6,Maecenas pulvinar lobortis est.,0,""
4005,1,9,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",1,
4108,1,4,Donec vitae nisi.,0,""
4519,1,5,Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,1,
4291,0,7,Phasellus in felis. Donec semper sapien a libero.,1,
4958,1,2,Suspendisse potenti. In eleifend quam a odio.,0,""
4031,0,3,"Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",0,""
4840,0,4,Aenean sit amet justo. Morbi ut odio.,1,
4422,1,9,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",1,
4939,1,4,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",1,
4730,1,8,Vestibulum ac est lacinia nisi venenatis tristique.,0,""
4094,1,4,"Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",0,""
4682,1,2,Aliquam erat volutpat. In congue.,0,""
4837,1,2,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,0,""
4491,1,7,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,1,
4637,1,4,Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,0,""
4995,1,8,Maecenas tincidunt lacus at velit.,1,
4197,1,9,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",0,""
4075,1,2,Phasellus sit amet erat. Nulla tempus.,1,
4739,0,5,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",0,""
4195,1,9,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",0,""
4487,1,2,Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis.,0,""
4985,1,8,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",1,
4585,0,10,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,0,""
4685,0,2,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",0,""
4348,0,1,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",1,
4545,1,8,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",0,""
4876,0,8,Morbi porttitor lorem id ligula.,1,
4588,1,8,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",1,
4772,0,5,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1,
4193,1,7,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",0,""
4963,0,7,Quisque porta volutpat erat.,1,
4597,0,10,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",1,
4578,0,6,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",0,""
4893,1,5,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",1,
4849,1,1,Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,1,
4312,0,3,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0,""
4985,0,8,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,1,
4324,1,5,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,1,
4493,0,6,In sagittis dui vel nisl. Duis ac nibh.,0,""
4601,1,2,Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,0,""
4249,1,5,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,0,""
4799,1,10,Nullam molestie nibh in lectus. Pellentesque at nulla.,0,""
4804,0,6,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1,
4563,0,4,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",0,""
4151,0,9,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",1,
4321,1,2,Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,0,""
4675,1,10,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,1,
4729,1,10,Integer ac neque.,0,""
4955,0,3,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",0,""
4428,1,6,Phasellus in felis. Donec semper sapien a libero. Nam dui.,1,
4075,1,6,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,1,
4251,0,7,Integer a nibh. In quis justo.,1,
4864,0,10,Proin risus.,1,
4730,1,4,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus.",1,
4819,1,6,Donec posuere metus vitae ipsum.,0,""
4738,0,4,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1,
4363,0,4,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",0,""
4572,0,8,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,0,""
4094,1,8,Ut at dolor quis odio consequat varius.,1,
4470,1,6,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,1,
4108,0,6,Donec ut mauris eget massa tempor convallis.,1,
4662,0,7,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque.",0,""
4738,0,5,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1,
4015,1,2,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,1,
4214,1,2,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,0,""
4314,1,7,Aenean sit amet justo.,1,
4896,1,3,Morbi a ipsum.,0,""
4955,0,7,Suspendisse accumsan tortor quis turpis. Sed ante. Vivamus tortor.,0,""
4981,0,4,Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.,1,
4467,1,9,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,0,""
4462,1,8,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0,""
4459,0,9,Vivamus tortor.,0,""
4645,1,8,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",0,""
4674,1,4,Aliquam erat volutpat.,1,
4878,0,9,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,0,""
4306,1,1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",1,
4584,0,8,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,1,
4698,1,10,"Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0,""
4575,1,9,Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,0,""
4942,0,6,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1,
4591,1,3,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",0,""
4080,0,9,Proin eu mi.,0,""
4968,1,3,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1,
4971,0,4,Pellentesque viverra pede ac diam.,0,""
4447,1,10,Duis bibendum. Morbi non quam nec dui luctus rutrum.,0,""
4656,1,10,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",1,
4568,0,7,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",0,""
4489,0,9,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",1,
4139,0,8,Donec vitae nisi.,0,""
4218,1,4,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,0,""
4472,0,7,In congue.,0,""
4309,1,6,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",1,
4023,1,5,In congue.,0,""
4712,0,10,Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,0,""
4230,0,6,Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,1,
4469,0,4,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",1,
4136,0,1,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,0,""
4971,1,5,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",0,""
4756,1,6,Vivamus in felis eu sapien cursus vestibulum.,1,
4808,1,3,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",1,
4049,0,8,Proin eu mi. Nulla ac enim.,1,
4006,0,10,Mauris ullamcorper purus sit amet nulla.,0,""
4999,0,5,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0,""
4387,0,2,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,1,
4951,1,1,Morbi a ipsum.,0,""
4889,1,7,Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat. Praesent blandit.,0,""
4692,0,10,Donec ut mauris eget massa tempor convallis.,0,""
4270,0,8,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh.,1,
4906,0,9,Duis mattis egestas metus.,0,""
4567,0,2,Pellentesque ultrices mattis odio.,0,""
4661,1,5,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",0,""
4667,1,5,Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.,1,
4398,1,9,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0,""
4223,0,5,Etiam faucibus cursus urna.,1,
4413,0,5,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,0,""
4757,0,1,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",0,""
4364,1,6,Aenean lectus.,0,""
4694,1,7,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,1,
4547,1,5,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",1,
4846,1,1,Nam tristique tortor eu pede.,1,
4760,0,4,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,0,""
4986,0,4,Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,0,""
4519,1,2,Nullam porttitor lacus at turpis.,0,""
4343,0,6,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",1,
4395,1,1,Pellentesque at nulla. Suspendisse potenti.,1,
4050,0,6,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1,
4590,0,8,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,0,""
4518,0,7,Etiam pretium iaculis justo. In hac habitasse platea dictumst.,0,""
4086,1,8,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",1,
4473,0,9,Nam tristique tortor eu pede.,0,""
4110,1,10,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1,
4793,1,10,Donec quis orci eget orci vehicula condimentum.,0,""
4374,0,2,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",1,
4375,0,1,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1,
4720,1,3,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,1,
4255,0,8,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",1,
4565,0,10,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",0,""
4019,0,6,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",0,""
4881,0,4,Sed ante. Vivamus tortor. Duis mattis egestas metus.,1,
4830,0,6,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1,
4432,1,9,Nunc purus. Phasellus in felis. Donec semper sapien a libero.,0,""
4042,0,5,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",0,""
4554,1,10,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",1,
4013,1,3,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",1,
4569,0,3,Nunc purus.,0,""
4481,0,6,Aenean lectus. Pellentesque eget nunc.,0,""
4215,1,9,Praesent blandit lacinia erat.,1,
4824,1,2,Mauris sit amet eros.,1,
4597,1,9,In blandit ultrices enim.,0,""
4652,1,3,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0,""
4854,1,4,Aenean fermentum.,0,""
4878,0,3,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,0,""
4212,0,5,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",1,
4407,0,9,Phasellus in felis.,0,""
4535,1,1,Nam tristique tortor eu pede.,0,""
4433,1,4,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi.,0,""
4660,0,9,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1,
4456,0,3,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",0,""
4597,0,6,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",0,""
4169,1,8,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",0,""
4694,1,6,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",0,""
4631,1,10,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1,
4131,0,2,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",0,""
4811,1,4,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",1,
4441,0,7,"Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis.",0,""
4313,0,1,Morbi non quam nec dui luctus rutrum.,0,""
4759,0,8,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",1,
4884,0,8,"Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",0,""
4777,1,4,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,1,
4355,0,9,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",1,
4941,1,1,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",0,""
4544,1,7,Integer tincidunt ante vel ipsum.,0,""
4688,0,7,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",1,
4335,1,3,Nam dui.,1,
4857,0,3,Suspendisse potenti. Nullam porttitor lacus at turpis.,0,""
4924,0,1,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",0,""
4159,0,4,Donec posuere metus vitae ipsum. Aliquam non mauris.,1,
4948,0,4,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",0,""
4647,1,9,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",1,
4161,1,8,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",0,""
4815,0,1,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1,
4801,0,10,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",0,""
4254,0,1,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",0,""
4706,0,5,Aliquam quis turpis eget elit sodales scelerisque.,0,""
4795,0,6,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",1,
4245,1,3,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",0,""
4924,1,7,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,0,""
4267,1,4,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum.,0,""
4130,0,3,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",1,
4709,1,4,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum.",0,""
4178,0,1,Aenean lectus.,1,
4323,1,9,Praesent id massa id nisl venenatis lacinia.,1,
4917,0,4,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1,
4575,0,10,Nulla nisl.,0,""
4795,0,2,Nullam varius. Nulla facilisi.,1,
4741,0,1,Vestibulum rutrum rutrum neque.,1,
4510,0,6,Donec ut dolor.,0,""
4372,0,2,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",0,""
4720,1,1,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",1,
4618,0,9,Donec vitae nisi.,1,
4547,0,8,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.,0,""
4614,1,1,Mauris sit amet eros.,1,
4779,1,6,Mauris ullamcorper purus sit amet nulla.,1,
4931,1,6,Aenean auctor gravida sem.,1,
4284,1,10,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.,1,
4239,0,3,"Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",0,""
4798,1,8,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,1,
4035,0,7,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",1,
4486,0,4,Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,0,""
4969,1,7,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,1,
4784,1,7,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",1,
4562,1,8,Sed accumsan felis.,1,
4228,0,4,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",1,
4833,0,4,Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.,1,
4969,1,9,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",0,""
4731,1,9,Vivamus vel nulla eget eros elementum pellentesque.,1,
4160,0,1,Phasellus in felis. Donec semper sapien a libero. Nam dui.,1,
4857,0,6,Pellentesque at nulla. Suspendisse potenti.,1,
4752,0,2,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",1,
4699,0,8,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,1,
4291,1,7,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",1,
4697,1,9,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo.",0,""
4321,1,7,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",0,""
4361,1,9,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit.,0,""
4433,0,7,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,0,""
4678,1,5,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",0,""
4506,0,4,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",1,
4479,0,3,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",1,
4197,1,10,Morbi ut odio.,1,
4437,0,1,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",1,
4456,0,9,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,1,
4587,1,5,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,1,
4471,0,7,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",0,""
4073,0,5,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,0,""
4030,1,9,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",1,
